Marca temporal,¿Cuál es tu edad?,¿Cuál es tu sexo?,¿Cuál es tu nivel de estudios?,"Regularmente, ¿Cuánto tiempo al día, pasas estudiando?",¿Con qué frecuencia escuchas música mientras estudias?,"Cuando estudias, ¿recuerdas mejor un tema si lo estudiaste con una canción específica?",La música te ayuda a sobrellevar materias que no te gustan,¿En qué tipo de materias te ayuda escuchar música?,Sientes menos ansiedad cuando escuchas música,Consideras que la música mejora tu rendimiento o te hace sentir más cómodo,"Cuando estudias, ¿escuchas música con o sin audífonos? ","Si no escuchas música al estudiar, qué prefieres escuchar:",¿Sueles cantar mientras estudias con música?,Sueles poner música mientras haces:,"La música que escuchas al estudiar, ¿es diferente a la que escuchas por ocio? ",¿Has dejado de estudiar por distraerte con la música? ,¿Qué buscas al poner música para estudiar? ,La música te ayuda más cuando el tema o materia es…,"Al día siguiente, recuerdas mejor lo que estudias si usaste música", ¿Te molesta que alguien más escuche música diferente cerca de ti mientras estudias? ,La música. ¿te ayuda a concentrarte más en tus tareas?,¿Qué nivel de volumen usas al estudiar con música?,Notas que al estudiar con música cambia tu rendimiento académico,¿En qué tipo de actividades te ayuda más la música?  ,¿Qué género escuchas principalmente al estudiar?,¿La música que escuchas tiene letra (voz)?,"En una escala del 1 al 5, ¿cuánto crees que la música mejora tu concentración?","En una escala del 1 al 5. Cuando estudias con música desde tu teléfono, ¿qué tan frecuente es que termines distrayéndote revisando notificaciones, redes sociales o mensajes?",En una escala del 1 al 5. ¿Estudiar con música usando audífonos te ayuda a aislarte del ruido del entorno?,"Cuando estudias fuera de casa, ¿qué prefieres para concentrarte?","Cuando escuchas música desde tu teléfono para estudiar, ¿usas alguna estrategia para evitar distracciones digitales?","Cuando estudias para un examen importante, ¿cambias el tipo de música o la forma en que la usas?",  ¿Cuál es tu criterio principal para elegir una playList o álbum antes de empezar a estudiar?  ,¿Cuánto tiempo dedicas a elegir la música antes de comenzar realmente a estudiar?,¿Cómo influye la música en tu percepción del paso del tiempo mientras estudias?,"Si una canción que te gusta mucho empieza a sonar, ¿Cuál es tu reacción inmediata?  ","¿Utilizas la música como una señal para ""entrar en modo estudio"" (es decir, como un ritual para empezar)?  "
5/12/2026 10:53:56,19-23 años,Masculino,Licenciatura,De 1 a 2 horas,Casi nunca,No,No,Materias Creativas,Tal vez,Me hace sentir más cómodo,Con audífonos,"Ruido blanco, Conversaciones de fondo, Silencio absoluto",No,Tareas repetitivas,Si,Algunas veces,Motivación,Media,Si,Si,Un poco,Medio,No cambia,"Ejercicios prácticos / Matemáticas / Programación, Diseño / Creatividad","Música Clásica / Instrumental, Soundtracks (Videojuegos/Películas), Pop / Urbano, Rock / Metal, Electrónica","Sí, en un idioma que entiendo",3,4,3,Estudiar en silencio,Activo el modo concentración / no molestar,"No, escucho lo mismo que siempre","Uso una lista aleatoria recomendada por la plataforma (Spotify, YouTube, etc.)","Nada, uso siempre la misma lista predeterminada",No noto ninguna diferencia en mi percepción del tiempo.,"La escucho mientras sigo trabajando, pero con menor intensidad","No, la pongo simplemente para que me acompañe una vez que ya empecé"
5/12/2026 10:56:34,19-23 años,Femenino,Licenciatura,De 1 a 2 horas,Casi siempre,A veces,Si,Materias Prácticas,Sí,Me hace sentir más cómodo,No escucho música,Silencio absoluto,No,Tareas repetitivas,A veces,Algunas veces,Motivación,Media,Si,Si,Un poco,Medio,"Si, mejora",Diseño / Creatividad,"Lo-Fi / Ambient, Electrónica","Sí, en un idioma que entiendo",3,4,4,Estudiar en silencio,Activo el modo concentración / no molestar,No uso música para exámenes,"Uso una lista aleatoria recomendada por la plataforma (Spotify, YouTube, etc.)",Menos de 5 minutos,Siento que el tiempo pasa más rápido.,"Me detengo a escucharla o cantarla, interrumpiendo el estudio.","A veces, solo cuando me cuesta mucho trabajo iniciar la tarea"
5/12/2026 10:59:03,19-23 años,Femenino,Bachillerato o equivalente,De 1 a 2 horas,Casi nunca,No,No,Materias Creativas,Tal vez,Me hace sentir más cómodo,No escucho música,"Conversaciones de fondo, Silencio absoluto",Sí,Tareas fáciles,No,Siempre,Energía,Media,No hay diferencia,No,Me distrae,Medio,No cambia,Diseño / Creatividad,"Música Clásica / Instrumental, Ruido Blanco (White Noise), Pop / Urbano, Rock / Metal, Electrónica","Sí, en un idioma que entiendo",3,3,1,"Escuchar ruido ambiente (personas, pasillos, etc.)",No escucho música desde el teléfono al estudiar,No uso música para exámenes,"Uso una lista aleatoria recomendada por la plataforma (Spotify, YouTube, etc.)","Nada, uso siempre la misma lista predeterminada",No noto ninguna diferencia en mi percepción del tiempo.,"La escucho mientras sigo trabajando, pero con menor intensidad","A veces, solo cuando me cuesta mucho trabajo iniciar la tarea"
5/12/2026 10:59:17,19-23 años,Masculino,Licenciatura,De 1 a 2 horas,Casi siempre,A veces,Si,Materias Teóricas,Sí,Me hace sentir más cómodo,Con audífonos,Silencio absoluto,A veces,Tareas repetitivas,No,Casi nunca,Motivación,Difícil,Si,Si,Influye mucho,Depende,"Si, mejora","Lectura / Memorización, Ejercicios prácticos / Matemáticas / Programación, Redacción de textos, Diseño / Creatividad","Música Clásica / Instrumental, Soundtracks (Videojuegos/Películas), Lo-Fi / Ambient","Sí, en un idioma que entiendo",5,3,5,Estudiar con música y audífonos,Activo el modo concentración / no molestar,"Sí, elijo música más tranquila o instrumental",Busco una que ya conozco para no distraerme con canciones nuevas,"Nada, uso siempre la misma lista predeterminada",Siento que el tiempo pasa más lento.,"La escucho mientras sigo trabajando, pero con menor intensidad","No, la pongo simplemente para que me acompañe una vez que ya empecé"
5/12/2026 11:00:07,19-23 años,Femenino,Licenciatura,Más de 2 horas,Casi nunca,No,No,Materias Creativas,No,Ninguna,No escucho música,Silencio absoluto,No,No pongo música,No,Nunca,Calma,Fácil,No hay diferencia,Si,Me distrae,Bajo,No cambia,Diseño / Creatividad,Pop / Urbano,"Sí, en un idioma que no entiendo",2,3,4,Estudiar en silencio,No uso ninguna estrategia,No uso música para exámenes,Busco una que ya conozco para no distraerme con canciones nuevas,"Nada, uso siempre la misma lista predeterminada",No noto ninguna diferencia en mi percepción del tiempo.,"La escucho mientras sigo trabajando, pero con menor intensidad","No, la pongo simplemente para que me acompañe una vez que ya empecé"
5/12/2026 11:01:20,19-23 años,Femenino,Licenciatura,Más de 2 horas,Casi nunca,A veces,Si,Materias Prácticas,Sí,Me hace sentir más cómodo,Sin audífonos,"Ruido blanco, Silencio absoluto",No,No pongo música,Si,Siempre,Motivación,Media,Si,Si,Un poco,Bajo,No cambia,Ejercicios prácticos / Matemáticas / Programación,Música Clásica / Instrumental,"No, es puramente instrumental",3,4,4,Estudiar en silencio,No uso ninguna estrategia,"Sí, elijo música más tranquila o instrumental",Busco una que ya conozco para no distraerme con canciones nuevas,"Nada, uso siempre la misma lista predeterminada",Siento que el tiempo pasa más lento.,"La escucho mientras sigo trabajando, pero con menor intensidad","No, la pongo simplemente para que me acompañe una vez que ya empecé"
5/12/2026 11:01:36,29-33 años,Femenino,Licenciatura,De 1 a 2 horas,Casi siempre,Si,Si,"Materias Lógicas (Matemáticas, Física)",Sí,Me hace sentir más cómodo,Con audífonos,Silencio absoluto,Sí,Tareas difíciles,No,Algunas veces,Energía,Media,Si,Si,Un poco,Bajo,"Si, mejora",Redacción de textos,"Música Clásica / Instrumental, Soundtracks (Videojuegos/Películas), Pop / Urbano","Sí, en un idioma que entiendo",3,2,5,Estudiar en silencio,Activo el modo concentración / no molestar,"Sí, elijo música más tranquila o instrumental",Busco una que ya conozco para no distraerme con canciones nuevas,Menos de 5 minutos,Siento que el tiempo pasa más lento.,"La escucho mientras sigo trabajando, pero con menor intensidad","No, la pongo simplemente para que me acompañe una vez que ya empecé"
5/12/2026 11:04:53,19-23 años,Femenino,Bachillerato o equivalente,De 1 a 2 horas,Casi siempre,A veces,Si,Materias Teóricas,Tal vez,Ambas,Con audífonos,Silencio absoluto,A veces,Tareas repetitivas,No,Algunas veces,Motivación,Media,No hay diferencia,No,Un poco,Medio,No cambia,"Ejercicios prácticos / Matemáticas / Programación, Redacción de textos, Diseño / Creatividad","Soundtracks (Videojuegos/Películas), Pop / Urbano, Rock / Metal","Sí, en un idioma que entiendo",2,2,2,Estudiar en silencio,No uso ninguna estrategia,"No, escucho lo mismo que siempre",Busco una que ya conozco para no distraerme con canciones nuevas,Menos de 5 minutos,No noto ninguna diferencia en mi percepción del tiempo.,"La escucho mientras sigo trabajando, pero con menor intensidad","Sí, ponerme los audífonos o la música es lo que le indica a mi cerebro que es hora de trabajar"
5/12/2026 11:10:57,19-23 años,Masculino,Bachillerato o equivalente,Más de 2 horas,Siempre,A veces,Si,Materias Creativas,Sí,Me hace sentir más cómodo,Con audífonos,Ruido blanco,A veces,Tareas fáciles,Si,Algunas veces,Motivación,Media,No hay diferencia,No,Un poco,Medio,No cambia,"Ejercicios prácticos / Matemáticas / Programación, Redacción de textos","Soundtracks (Videojuegos/Películas), Pop / Urbano, Rock / Metal","Sí, en un idioma que entiendo",4,2,5,Estudiar con música y audífonos,Activo el modo concentración / no molestar,No uso música para exámenes,"Uso una lista aleatoria recomendada por la plataforma (Spotify, YouTube, etc.)",Menos de 5 minutos,Siento que el tiempo pasa más lento.,"La escucho mientras sigo trabajando, pero con menor intensidad","Sí, ponerme los audífonos o la música es lo que le indica a mi cerebro que es hora de trabajar"
5/12/2026 11:10:58,19-23 años,Femenino,Licenciatura,De 1 a 2 horas,Casi siempre,A veces,Si,Materias Teóricas,Sí,Me hace sentir más cómodo,Con audífonos,Silencio absoluto,No,Tareas repetitivas,No,Casi nunca,Energía,Media,Si,Depende,No influye,Alto,"Si, mejora","Lectura / Memorización, Redacción de textos, Diseño / Creatividad","Música Clásica / Instrumental, Lo-Fi / Ambient, Pop / Urbano","Sí, en un idioma que entiendo",4,3,5,Estudiar en silencio,Activo el modo concentración / no molestar,"Sí, elijo música más tranquila o instrumental",Busco una que ya conozco para no distraerme con canciones nuevas,Menos de 5 minutos,Siento que el tiempo pasa más rápido.,"La escucho mientras sigo trabajando, pero con menor intensidad","A veces, solo cuando me cuesta mucho trabajo iniciar la tarea"
5/12/2026 11:12:26,29-33 años,Masculino,Licenciatura,Más de 2 horas,A veces,No,No,Materias Prácticas,Sí,Me hace sentir más cómodo,Con audífonos,Silencio absoluto,No,Tareas repetitivas,Si,Casi nunca,Concentración,Fácil,No hay diferencia,Si,Un poco,Bajo,No cambia,Ejercicios prácticos / Matemáticas / Programación,Música Clásica / Instrumental,"No, es puramente instrumental",4,5,5,Estudiar en silencio,No escucho música desde el teléfono al estudiar,No uso música para exámenes,Busco una que ya conozco para no distraerme con canciones nuevas,"Nada, uso siempre la misma lista predeterminada",No noto ninguna diferencia en mi percepción del tiempo.,La cambio porque sé que me va a distraer,"No, la pongo simplemente para que me acompañe una vez que ya empecé"
5/12/2026 11:13:16,19-23 años,Masculino,Licenciatura,De 1 a 2 horas,A veces,A veces,Si,Materias Prácticas,Sí,Mejora mi rendimiento,Sin audífonos,Ruido blanco,No,Tareas repetitivas,A veces,Algunas veces,Motivación,Fácil,No,Si,Un poco,Medio,No cambia,Ejercicios prácticos / Matemáticas / Programación,"Música Clásica / Instrumental, Soundtracks (Videojuegos/Películas), Pop / Urbano","Sí, en un idioma que entiendo",2,3,4,"Escuchar ruido ambiente (personas, pasillos, etc.)",Uso aplicaciones para bloquear redes sociales,"Sí, elijo música más tranquila o instrumental","Uso una lista aleatoria recomendada por la plataforma (Spotify, YouTube, etc.)",Entre 5 y 15 minutos,Siento que el tiempo pasa más rápido.,"Me detengo a escucharla o cantarla, interrumpiendo el estudio.","Sí, ponerme los audífonos o la música es lo que le indica a mi cerebro que es hora de trabajar"
5/12/2026 11:13:17,24-28 años,Femenino,Posgrado,Menos de 1 hora,Siempre,A veces,Si,Materias Creativas,Sí,Me hace sentir más cómodo,Con audífonos,"Conversaciones de fondo, Silencio absoluto",Sí,Tareas repetitivas,A veces,Algunas veces,Evitar el silencio,Media,No hay diferencia,Si,Influye mucho,Alto,"Si, mejora",Diseño / Creatividad,"Soundtracks (Videojuegos/Películas), Pop / Urbano","Sí, en un idioma que entiendo",4,2,5,Estudiar con música y audífonos,No uso ninguna estrategia,"No, escucho lo mismo que siempre",Busco una que ya conozco para no distraerme con canciones nuevas,Menos de 5 minutos,Siento que el tiempo pasa más rápido.,"La escucho mientras sigo trabajando, pero con menor intensidad","Sí, ponerme los audífonos o la música es lo que le indica a mi cerebro que es hora de trabajar"
5/12/2026 11:13:30,19-23 años,Femenino,Licenciatura,De 1 a 2 horas,A veces,No,Más o menos,Materias Prácticas,No sé,Me hace sentir más cómodo,No escucho música,Silencio absoluto,A veces,Tareas repetitivas,No,Algunas veces,Concentración,Fácil,No,Depende,No influye,Medio,"Si, empeora","Ejercicios prácticos / Matemáticas / Programación, Diseño / Creatividad","Pop / Urbano, Rock / Metal","Sí, en un idioma que entiendo",2,4,3,Estudiar con música y audífonos,No uso ninguna estrategia,No uso música para exámenes,"Uso una lista aleatoria recomendada por la plataforma (Spotify, YouTube, etc.)",Menos de 5 minutos,Siento que el tiempo pasa más lento.,"Me detengo a escucharla o cantarla, interrumpiendo el estudio.","No, la pongo simplemente para que me acompañe una vez que ya empecé"
5/12/2026 11:14:55,19-23 años,Femenino,Licenciatura,Más de 2 horas,Siempre,A veces,Si,Materias Teóricas,Sí,Mejora mi rendimiento,Con audífonos,Ruido blanco,Sí,Cualquier tarea,A veces,Algunas veces,Motivación,Media,No hay diferencia,Depende,Un poco,Depende,"Si, mejora",Lectura / Memorización,Soundtracks (Videojuegos/Películas),"Sí, en un idioma que entiendo",3,4,5,Estudiar con música y audífonos,Activo el modo concentración / no molestar,"Sí, elijo música más tranquila o instrumental",Busco una que ya conozco para no distraerme con canciones nuevas,Más de 15 minutos (a veces procrastino eligiendo la música),Siento que el tiempo pasa más rápido.,"Me detengo a escucharla o cantarla, interrumpiendo el estudio.","A veces, solo cuando me cuesta mucho trabajo iniciar la tarea"
5/12/2026 11:17:40,19-23 años,Masculino,Licenciatura,De 1 a 2 horas,Casi nunca,No,Si,Materias Prácticas,Sí,Me hace sentir más cómodo,Sin audífonos,Silencio absoluto,No,Tareas fáciles,Si,Casi siempre,Calma,Fácil,No hay diferencia,Depende,Un poco,Medio,No cambia,Diseño / Creatividad,"Música Clásica / Instrumental, Rock / Metal","Sí, en un idioma que entiendo",2,5,4,"Escuchar ruido ambiente (personas, pasillos, etc.)",No escucho música desde el teléfono al estudiar,"Sí, elijo música más tranquila o instrumental",Busco una que ya conozco para no distraerme con canciones nuevas,"Nada, uso siempre la misma lista predeterminada",Siento que el tiempo pasa más rápido.,"La escucho mientras sigo trabajando, pero con menor intensidad","A veces, solo cuando me cuesta mucho trabajo iniciar la tarea"
5/12/2026 11:22:12,19-23 años,Femenino,Licenciatura,De 1 a 2 horas,Casi siempre,No,Si,Materias Teóricas,Sí,Me hace sentir más cómodo,Con audífonos,Conversaciones de fondo,A veces,Tareas repetitivas,Si,Casi nunca,Motivación,Media,No hay diferencia,Si,Un poco,Medio,"Si, mejora","Ejercicios prácticos / Matemáticas / Programación, Diseño / Creatividad","Música Clásica / Instrumental, Soundtracks (Videojuegos/Películas), Pop / Urbano, Musica nativo americana ","Sí, en un idioma que no entiendo",4,3,5,"Escuchar ruido ambiente (personas, pasillos, etc.)",No uso ninguna estrategia,No uso música para exámenes,Busco una que ya conozco para no distraerme con canciones nuevas,Menos de 5 minutos,Siento que el tiempo pasa más lento.,"Me detengo a escucharla o cantarla, interrumpiendo el estudio.","A veces, solo cuando me cuesta mucho trabajo iniciar la tarea"
5/12/2026 11:23:43,19-23 años,Femenino,Bachillerato o equivalente,De 1 a 2 horas,Casi nunca,No,No,"Materias Lógicas (Matemáticas, Física)",Sí,Me hace sentir más cómodo,No escucho música,Silencio absoluto,No,Tareas fáciles,A veces,Casi siempre,Concentración,Fácil,No,Depende,Me distrae,Alto,No cambia,"Ejercicios prácticos / Matemáticas / Programación, Diseño / Creatividad",Rock / Metal,"Sí, en un idioma que no entiendo",3,2,5,Estudiar en silencio,No uso ninguna estrategia,No uso música para exámenes,Busco una que ya conozco para no distraerme con canciones nuevas,"Nada, uso siempre la misma lista predeterminada",Siento que el tiempo pasa más rápido.,"Me detengo a escucharla o cantarla, interrumpiendo el estudio.","No, la pongo simplemente para que me acompañe una vez que ya empecé"
5/12/2026 11:24:13,19-23 años,Femenino,Licenciatura,Más de 2 horas,Casi siempre,Si,Si,Materias Creativas,Sí,Me hace sentir más cómodo,Con audífonos,Ruido blanco,Sí,Tareas fáciles,Si,Algunas veces,Motivación,Media,No hay diferencia,Si,Un poco,Medio,"Si, mejora",Diseño / Creatividad,Música Clásica / Instrumental,"No, es puramente instrumental",4,3,4,"Escuchar ruido ambiente (personas, pasillos, etc.)",No uso ninguna estrategia,"Sí, elijo música más tranquila o instrumental",Busco música nueva para mantenerme motivado/a,"Nada, uso siempre la misma lista predeterminada",No noto ninguna diferencia en mi percepción del tiempo.,"Me detengo a escucharla o cantarla, interrumpiendo el estudio.","No, la pongo simplemente para que me acompañe una vez que ya empecé"
5/12/2026 11:24:14,19-23 años,Femenino,Licenciatura,Más de 2 horas,A veces,No,Si,Materias Creativas,No,Me hace sentir más cómodo,Con audífonos,Ruido blanco,A veces,Tareas repetitivas,Si,Algunas veces,Motivación,Media,Si,Depende,Un poco,Medio,No cambia,Diseño / Creatividad,"Lo-Fi / Ambient, Pop / Urbano, Rock / Metal","Sí, en un idioma que no entiendo",3,3,4,Estudiar con música y audífonos,No uso ninguna estrategia,"Sí, elijo música más tranquila o instrumental","Uso una lista aleatoria recomendada por la plataforma (Spotify, YouTube, etc.)",Entre 5 y 15 minutos,Siento que el tiempo pasa más rápido.,"La escucho mientras sigo trabajando, pero con menor intensidad","No, la pongo simplemente para que me acompañe una vez que ya empecé"
5/12/2026 11:29:51,19-23 años,Femenino,Licenciatura,De 1 a 2 horas,Casi siempre,Si,Si,Materias Teóricas,Sí,Ambas,Con audífonos,Conversaciones de fondo,Sí,Tareas difíciles,Si,Algunas veces,Energía,Media,Si,Depende,No influye,Medio,No cambia,Ejercicios prácticos / Matemáticas / Programación,"Música Clásica / Instrumental, Soundtracks (Videojuegos/Películas), Lo-Fi / Ambient, Pop / Urbano","Sí, en un idioma que no entiendo",3,3,3,Estudiar con música y audífonos,Desactivo datos o Wi-Fi,"Sí, elijo música más tranquila o instrumental","Uso una lista aleatoria recomendada por la plataforma (Spotify, YouTube, etc.)","Nada, uso siempre la misma lista predeterminada",Siento que el tiempo pasa más rápido.,"La escucho mientras sigo trabajando, pero con menor intensidad","Sí, ponerme los audífonos o la música es lo que le indica a mi cerebro que es hora de trabajar"
5/12/2026 11:31:52,19-23 años,Masculino,Licenciatura,De 1 a 2 horas,Casi nunca,No,No sé,Materias Prácticas,Tal vez,Me hace sentir más cómodo,No escucho música,"Conversaciones de fondo, Silencio absoluto",A veces,Tareas repetitivas,No,Algunas veces,Motivación,Media,No hay diferencia,Depende,Un poco,Medio,No cambia,"Ejercicios prácticos / Matemáticas / Programación, Redacción de textos, Diseño / Creatividad","Música Clásica / Instrumental, Pop / Urbano, Electrónica","Sí, en un idioma que no entiendo",3,3,4,Estudiar con música y audífonos,No escucho música desde el teléfono al estudiar,"Sí, dejo de usar música para concentrarme más","Uso una lista aleatoria recomendada por la plataforma (Spotify, YouTube, etc.)",Menos de 5 minutos,Siento que el tiempo pasa más rápido.,"La escucho mientras sigo trabajando, pero con menor intensidad","No, la pongo simplemente para que me acompañe una vez que ya empecé"
5/12/2026 11:36:09,19-23 años,Femenino,Licenciatura,De 1 a 2 horas,Casi siempre,A veces,Si,Materias Teóricas,Sí,Me hace sentir más cómodo,Con audífonos,Ruido blanco,A veces,Tareas fáciles,A veces,Algunas veces,Energía,Media,No hay diferencia,Depende,Un poco,Medio,"Si, mejora","Lectura / Memorización, Diseño / Creatividad","Música Clásica / Instrumental, Ruido Blanco (White Noise), Rock / Metal","Sí, en un idioma que no entiendo",4,3,5,Estudiar con música y audífonos,No uso ninguna estrategia,"Sí, elijo música más tranquila o instrumental","Uso una lista aleatoria recomendada por la plataforma (Spotify, YouTube, etc.)",Menos de 5 minutos,Siento que el tiempo pasa más rápido.,"La escucho mientras sigo trabajando, pero con menor intensidad","Sí, ponerme los audífonos o la música es lo que le indica a mi cerebro que es hora de trabajar"
5/12/2026 11:37:08,19-23 años,Masculino,Bachillerato o equivalente,De 1 a 2 horas,Siempre,A veces,Más o menos,Materias Teóricas,Sí,Me hace sentir más cómodo,Con audífonos,Silencio absoluto,No,Tareas difíciles,No,Algunas veces,Concentración,Media,No hay diferencia,Depende,Un poco,Medio,No cambia,Redacción de textos,corridos ,"Sí, en un idioma que entiendo",3,2,2,Estudiar en silencio,No uso ninguna estrategia,"No, escucho lo mismo que siempre","Uso una lista aleatoria recomendada por la plataforma (Spotify, YouTube, etc.)",Menos de 5 minutos,Siento que el tiempo pasa más rápido.,La ignoro y mantengo la concentración en la tarea,"A veces, solo cuando me cuesta mucho trabajo iniciar la tarea"
5/12/2026 11:38:16,Mayores de 34 años,Femenino,Posgrado,Más de 2 horas,Casi siempre,A veces,Más o menos,Materias Creativas,Sí,Ambas,Sin audífonos,Silencio absoluto,No,Tareas repetitivas,Si,Algunas veces,Calma,Media,No hay diferencia,Si,Un poco,Bajo,No cambia,Redacción de textos,Música Clásica / Instrumental,"No, es puramente instrumental",3,2,1,Estudiar en silencio,No uso ninguna estrategia,"No, escucho lo mismo que siempre",Busco una que ya conozco para no distraerme con canciones nuevas,Menos de 5 minutos,Siento que el tiempo pasa más rápido.,"La escucho mientras sigo trabajando, pero con menor intensidad","No, la pongo simplemente para que me acompañe una vez que ya empecé"
5/12/2026 11:48:25,19-23 años,Femenino,Bachillerato o equivalente,Más de 2 horas,Siempre,Si,Más o menos,"Materias Lógicas (Matemáticas, Física)",Sí,Me hace sentir más cómodo,Con audífonos,"Ruido blanco, Conversaciones de fondo, Silencio absoluto",Sí,Tareas fáciles,No,Algunas veces,Motivación,Fácil,No,Si,Un poco,Alto,"Si, empeora","Lectura / Memorización, Ejercicios prácticos / Matemáticas / Programación, Redacción de textos, Diseño / Creatividad","Soundtracks (Videojuegos/Películas), Ruido Blanco (White Noise), Pop / Urbano, Rock / Metal","Sí, en un idioma que entiendo",2,1,2,Estudiar con música y audífonos,Uso aplicaciones para bloquear redes sociales,"Sí, dejo de usar música para concentrarme más",Busco una que ya conozco para no distraerme con canciones nuevas,"Nada, uso siempre la misma lista predeterminada",Siento que el tiempo pasa más lento.,La ignoro y mantengo la concentración en la tarea,"Sí, ponerme los audífonos o la música es lo que le indica a mi cerebro que es hora de trabajar"
5/12/2026 11:58:30,19-23 años,Femenino,Licenciatura,Más de 2 horas,A veces,No,Si,Materias Prácticas,Sí,Me hace sentir más cómodo,Sin audífonos,No aplica,Sí,Tareas repetitivas,No,Algunas veces,Energía,Fácil,No hay diferencia,Si,Un poco,Bajo,"Si, mejora","Ejercicios prácticos / Matemáticas / Programación, Diseño / Creatividad","Música Clásica / Instrumental, Soundtracks (Videojuegos/Películas), Pop / Urbano","Sí, en un idioma que entiendo",3,3,4,"Escuchar ruido ambiente (personas, pasillos, etc.)",No uso ninguna estrategia,"No, escucho lo mismo que siempre","No uso playlists, elijo canciones una por una",Entre 5 y 15 minutos,Siento que el tiempo pasa más lento.,"La escucho mientras sigo trabajando, pero con menor intensidad","No, la pongo simplemente para que me acompañe una vez que ya empecé"
5/12/2026 11:59:17,24-28 años,Masculino,Licenciatura,Menos de 1 hora,Nunca,No,Si,Materias Teóricas,Sí,Me hace sentir más cómodo,No escucho música,Silencio absoluto,No,Tareas repetitivas,No,Algunas veces,No pongo ,Fácil,No,Si,Me distrae,Bajo,No cambia,Diseño / Creatividad,Rock / Metal,"Sí, en un idioma que entiendo",3,4,5,"Escuchar ruido ambiente (personas, pasillos, etc.)",No escucho música desde el teléfono al estudiar,No uso música para exámenes,Busco una que ya conozco para no distraerme con canciones nuevas,Menos de 5 minutos,No noto ninguna diferencia en mi percepción del tiempo.,"Me detengo a escucharla o cantarla, interrumpiendo el estudio.","No, la pongo simplemente para que me acompañe una vez que ya empecé"
5/12/2026 12:00:57,19-23 años,Femenino,Licenciatura,Menos de 1 hora,Siempre,No,No,Materias Creativas,Tal vez,Me hace sentir más cómodo,Con audífonos,No aplica,A veces,Mientras me dedeo y no tengo miedo a decirlo. Soy Berenice Rosete Romero y quien quiera verme dedearme que me lo pida.,A veces,Algunas veces,Motivación,Fácil,No hay diferencia,Depende,Un poco,Alto,No cambia,"Lectura / Memorización, Ejercicios prácticos / Matemáticas / Programación","Música Clásica / Instrumental, Pop / Urbano, Electrónica","Sí, en un idioma que entiendo",2,4,2,Estudiar con música y audífonos,No uso ninguna estrategia,"No, escucho lo mismo que siempre",Busco una que ya conozco para no distraerme con canciones nuevas,Más de 15 minutos (a veces procrastino eligiendo la música),Siento que el tiempo pasa más rápido.,"Me detengo a escucharla o cantarla, interrumpiendo el estudio.","No, la pongo simplemente para que me acompañe una vez que ya empecé"
5/12/2026 12:06:24,19-23 años,No binario,Primaria,Menos de 1 hora,Siempre,A veces,Más o menos,"Materias Lógicas (Matemáticas, Física)",Sí,Mejora mi rendimiento,Con audífonos,"Ruido blanco, Silencio absoluto",A veces,Todo ,Si,Nunca,Energía,Media,No hay diferencia,Depende,Influye mucho,Depende,No cambia,"Lectura / Memorización, Ejercicios prácticos / Matemáticas / Programación, Redacción de textos, Diseño / Creatividad","Música Clásica / Instrumental, Soundtracks (Videojuegos/Películas), Ruido Blanco (White Noise), Lo-Fi / Ambient, Pop / Urbano, Rock / Metal, Electrónica","Sí, en un idioma que no entiendo",5,1,4,Estudiar con música y audífonos,No uso ninguna estrategia,"No, escucho lo mismo que siempre",Busco música nueva para mantenerme motivado/a,Más de 15 minutos (a veces procrastino eligiendo la música),No noto ninguna diferencia en mi percepción del tiempo.,La ignoro y mantengo la concentración en la tarea,"No, la pongo simplemente para que me acompañe una vez que ya empecé"
5/12/2026 12:07:18,19-23 años,Masculino,Licenciatura,Más de 2 horas,Casi siempre,Si,No,Materias Creativas,Sí,Mejora mi rendimiento,Con audífonos,Conversaciones de fondo,No,Tareas repetitivas,Si,Algunas veces,Energía,Media,Si,No,Un poco,Alto,"Si, mejora",Diseño / Creatividad,"Ruido Blanco (White Noise), Lo-Fi / Ambient, Rock / Metal, Electrónica","No, es puramente instrumental",4,4,4,Estudiar con música y audífonos,No uso ninguna estrategia,"Si, elijo música más movida","Uso una lista aleatoria recomendada por la plataforma (Spotify, YouTube, etc.)",Entre 5 y 15 minutos,Siento que el tiempo pasa más rápido.,"La escucho mientras sigo trabajando, pero con menor intensidad","Sí, ponerme los audífonos o la música es lo que le indica a mi cerebro que es hora de trabajar"
5/12/2026 12:08:45,19-23 años,Femenino,Licenciatura,Menos de 1 hora,Nunca,No,Más o menos,Materias Prácticas,Sí,Me hace sentir más cómodo,No escucho música,Silencio absoluto,No,Tareas fáciles,No,Casi siempre,N/A,Fácil,No,Si,Me distrae,Bajo,"Si, empeora",Diseño / Creatividad,N/A,"Sí, en un idioma que entiendo",1,4,1,Estudiar en silencio,No escucho música desde el teléfono al estudiar,No uso música para exámenes,"No uso playlists, elijo canciones una por una","Nada, uso siempre la misma lista predeterminada",No noto ninguna diferencia en mi percepción del tiempo.,"Me detengo a escucharla o cantarla, interrumpiendo el estudio.","No, la pongo simplemente para que me acompañe una vez que ya empecé"
